MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
249,252,250,30.78960864,15.90597372,26.88865932,-55.23677536,-28.71904671,-48.18820783,0.006540412,66.53100912,12.95092292,0.427339596,1.17E-05,deodar
250,252,250,29.44486373,15.49193338,26.03843313,-54.60007424,-28.73116599,-47.91957017,0.006715412,83.41022562,13.07532006,0.422605063,1.20E-05,deodar
248,251,249,33.58571125,18.92088793,30.14962686,-58.6983551,-33.33182215,-52.84098536,0.005126908,80.57281613,13.4602798,0.379037343,1.24E-05,deodar
250,252,250,29.61418579,18.1934054,27.23967694,-54.37913343,-33.90370678,-49.81800503,0.00472488,109.22771,13.78544085,0.390186189,1.26E-05,deodar
249,251,249,32.46536616,18.94729532,29.20616373,-58.02862242,-33.94772821,-51.97656735,0.005917889,93.95180557,13.32612683,0.402076837,1.28E-05,deodar
249,251,249,32.69556545,18.70828693,29.64793416,-58.15130924,-33.24488775,-52.3939507,0.006595749,65.80711766,13.07140092,0.465823832,1.22E-05,deodar
250,252,250,29.93325909,17.8605711,26.13426869,-55.17180437,-33.09187742,-47.89502522,0.005692817,98.29233321,13.5994755,0.401395443,1.22E-05,deodar
248,251,249,35.6931366,19.59591794,31.11269837,-63.10547545,-34.91434839,-54.94705649,0.005439197,93.96332088,13.44618898,0.430977865,1.29E-05,deodar
248,251,249,33.82306905,20.0748599,31.06444913,-59.33213046,-35.66746245,-54.598397,0.005427737,65.87351488,13.46171324,0.444781564,1.25E-05,deodar
191,219,198,98.98989847,55.83009941,88.45903006,-96.23510086,-54.88150799,-86.40100272,0.020784697,19.07153113,10.40919664,0.805030672,1.70E-05,gingko
162,217,180,106.7567328,44.02272141,86.22644606,-70.77399537,-30.79820364,-58.34563731,0.031297667,12.23935673,9.517418053,0.928015768,1.40E-05,gingko
145,235,177,121.4907404,25.72936066,90.55385138,-73.98203849,-24.2768859,-68.55478949,0.00904021,22.41819774,11.83392252,0.685999599,1.22E-05,gingko
158,218,177,105.2805775,41.60528813,85.12343978,-59.31877632,-29.52817379,-50.9905147,0.019067871,14.14557949,10.43346445,0.85058785,1.36E-05,gingko
150,227,178,102.5670512,28.91366459,75.46522378,32.84531215,-17.4908796,14.28660947,0.032530477,8.984618107,9.317945475,0.955722166,1.19E-05,gingko
159,224,181,104.4365836,34.39476704,80.31189202,-59.56641126,-22.84712731,-45.96547504,0.034565932,11.33284754,9.341416802,0.898344177,1.27E-05,gingko
161,222,181,101.4741346,36.53765181,80.0312439,-55.68788957,-24.38331297,-45.60371623,0.027457258,11.40205054,9.686179585,0.900393575,1.28E-05,gingko
154,219,177,104.0576763,37.76241518,80.2371485,-43.63786795,-21.18580395,-34.29727785,0.033949692,11.60496172,9.333862226,0.904059721,1.30E-05,gingko
165,218,181,99.45350673,41.74925149,81.79853299,-58.96828708,-27.80433312,-49.38636655,0.031367196,13.82383754,9.595375572,0.834629771,1.34E-05,gingko
168,216,183,99.44345127,44.91102315,81.81075724,-64.99794865,-30.95275495,-53.12100039,0.034585169,13.12869851,9.459034203,0.869645886,1.38E-05,gingko
164,221,183,99.7997996,38.39270764,79.101201,-58.24893009,-26.80332624,-47.43359141,0.021075022,19.3616262,10.18783434,0.737986898,1.29E-05,gingko
159,209,176,108.4020295,51.97114584,88.91006692,-68.69542997,-34.22144956,-56.5580889,0.021027615,23.43462686,10.32077553,0.710106511,1.53E-05,gingko
164,218,183,108.7152243,45.02221674,86.68333173,-78.19897697,-34.7141341,-64.3483608,0.01952288,20.71619375,10.45680817,0.736794941,1.43E-05,gingko
161,216,178,103.841225,43.0464865,84.97646733,-61.11694845,-26.37475012,-50.57652679,0.026640011,21.64583095,9.886240191,0.715457127,1.38E-05,gingko
162,213,177,99.48869282,45.59605246,82.84322543,-52.6250985,-28.04965678,-43.61492489,0.018120823,21.38118711,10.54990142,0.71541354,1.38E-05,gingko
151,219,176,103.8026975,37.01351105,78.60025445,-21.40411602,-20.8959326,-20.74134734,0.019477121,15.65845769,10.28318345,0.786475891,1.27E-05,gingko
160,218,179,101.1830025,39.94996871,80.85171612,-52.26870281,-24.2400675,-42.54247196,0.023006936,17.87267639,10.09725446,0.759804166,1.31E-05,gingko
158,223,182,103.8026975,34.98571137,78.38367177,-54.83354633,-22.96276268,-43.53909376,0.022077962,20.29219307,10.21365343,0.736328614,1.26E-05,gingko
160,216,180,108.0092589,44.88875137,85.26429499,-69.54590415,-30.93047199,-55.38137149,0.024993774,22.99245998,9.980608114,0.710592615,1.42E-05,gingko
163,218,183,102.9125843,41.24318125,80.58535847,-64.00065104,-26.26504051,-50.85541517,0.025790283,19.46754044,9.835615914,0.745561058,1.34E-05,gingko
162,222,182,97.95407087,35.39774004,76.28892449,-47.65801485,-21.23618479,-35.6304793,0.029929984,14.27738627,9.534670007,0.800349137,1.25E-05,gingko
166,217,190,105.5746182,45.2437841,77.34339015,-75.0502774,-33.97345102,-56.44720575,0.024005241,12.20718519,10.04354828,0.930783725,1.37E-05,gingko
163,210,181,102.859127,49.82971001,82.51666498,-64.09539809,-31.29070961,-51.8733357,0.022648816,15.21935394,10.18045404,0.854762242,1.44E-05,gingko
163,212,184,108.0833012,50.70502934,82.8975271,-75.43439764,-37.27071952,-58.19976697,0.019062264,14.90567388,10.4621332,0.874512391,1.47E-05,gingko
161,203,177,106.0754448,58.6600375,88.15894736,-67.09928104,-37.93965491,-56.78424644,0.029366551,16.01582105,9.819334384,0.891068342,1.61E-05,gingko
171,221,192,104.2209192,42.47352116,79.39143531,-80.3529716,-34.82112823,-64.06422589,0.014276773,18.67217597,11.01889565,0.770569048,1.35E-05,gingko
155,213,178,107.6475731,45.79301257,83.16249155,-59.21609923,-29.20504698,-48.13906431,0.017765265,15.86619061,10.58143605,0.829904144,1.40E-05,gingko
170,212,186,102.873709,52.40229003,83.86894539,-75.39677134,-39.75031974,-62.56805387,0.037798414,12.7079075,9.304196942,0.977730501,1.51E-05,gingko
157,214,179,108.7382178,46.15192304,84.66404195,-66.31726644,-31.10440001,-53.21780549,0.025092215,12.1816218,10.01806733,0.908135913,1.42E-05,gingko
158,214,182,109.3572128,47.02127178,81.90848552,-69.6206692,-33.35131252,-52.33170599,0.023124914,12.93213199,10.12196593,0.919202893,1.42E-05,gingko
155,217,172,92.14662229,35.63705936,76.67463727,47.76227949,14.89106261,37.5881187,0.059880908,4.112437542,8.453334177,1.22494589,1.23E-05,crepe myrtle
144,224,168,84.59905437,25.61249695,67.63135368,67.54153822,13.9505055,50.84948574,0.045663368,4.395467459,8.803084533,1.205467637,1.12E-05,crepe myrtle
164,231,167,81.90848552,25.0998008,79.84985911,44.02202754,-18.18129544,39.61229595,0.026121435,5.472538022,9.728004832,1.115959882,1.13E-05,crepe myrtle
150,241,168,93.26842981,15.16575089,78.12809994,55.97522288,-12.12598745,42.87252675,0.051722324,2.755698592,8.315029181,1.311031408,1.07E-05,crepe myrtle
164,227,166,80.56674252,25.67099531,78.21764507,46.10671506,7.185516151,46.84117204,0.046178427,5.363348026,8.737913836,1.138271786,1.14E-05,crepe myrtle
153,233,173,94.37690395,21.65640783,76.28892449,45.36299001,-10.46168957,35.11661781,0.070832537,3.056848307,8.028822716,1.306217741,1.12E-05,crepe myrtle
148,234,167,98.85342685,20.92844954,81.3019065,50.54588517,-12.2671563,41.0330885,0.064493145,3.181616815,8.142488504,1.29181232,1.14E-05,crepe myrtle
156,234,173,97.21111048,22.60530911,80.54812226,23.91928906,-15.34886056,11.4775871,0.057703123,3.439155525,8.377592603,1.266431359,1.14E-05,crepe myrtle
153,234,177,98.16312953,21.86321111,74.71947537,37.06732325,-14.00849824,29.11920808,0.072375213,2.810095841,7.893084876,1.314585968,1.12E-05,crepe myrtle
151,235,171,93.37558567,20.85665361,76.22991539,53.21262632,-15.08397346,39.49575343,0.03907966,3.951513402,9.019273994,1.221886094,1.10E-05,crepe myrtle
155,233,175,97.57561171,22.8035085,78.24960064,25.09192822,-13.86606979,14.88504723,0.06208135,3.567212644,8.304351264,1.245806347,1.14E-05,crepe myrtle
130,238,160,97.84681906,15,74.43789358,75.31488354,-5.572054656,56.99856362,0.086800707,2.647153732,7.534745149,1.335644016,1.09E-05,crepe myrtle
154,237,177,94.39279634,18.94729532,73.87151007,45.6547882,-13.87992548,27.7230347,0.044015423,3.506279454,8.751502852,1.256566218,1.09E-05,crepe myrtle
157,230,173,93.40770846,24.65765601,78.79720807,38.58781328,-10.80367959,25.37928333,0.053589457,3.930078427,8.538316071,1.219195033,1.15E-05,crepe myrtle
157,234,178,93.56281313,21.26029163,74.83982897,37.10585707,-12.33106037,-11.27672658,0.048185304,4.064038122,8.709446296,1.211536097,1.11E-05,crepe myrtle
146,239,172,91.76600678,16.43167673,70.72481884,62.80294521,-11.73734869,45.17822325,0.039164972,4.311589343,8.907570543,1.182862851,1.06E-05,crepe myrtle
149,225,179,91,26.77685568,66.09841148,58.20153828,12.80579165,39.9407456,0.062983467,3.231593278,8.216662143,1.31159068,1.12E-05,crepe myrtle
143,237,164,91.62968951,21.97726098,75.82216035,66.07666329,-21.27675983,49.27980966,0.031228548,3.389486232,9.266769119,1.303349619,1.09E-05,crepe myrtle
143,235,163,91.80413934,19.05255888,76.21023553,65.91387603,-10.56721805,51.80797023,0.050340633,3.059797945,8.561438837,1.280407947,1.10E-05,crepe myrtle
153,225,168,91.99456506,27.62245463,79,50.95805856,12.8523733,41.31855756,0.059046079,3.763264496,8.370062247,1.259507424,1.18E-05,crepe myrtle
154,233,181,90.70281142,21.9089023,67.10439628,51.99198594,-13.53943658,35.250985,0.041832646,4.349892933,8.800291787,1.176077331,1.08E-05,crepe myrtle
167,219,166,83.65404951,35,84.9411561,34.44653204,-12.63063011,31.12161729,0.043130284,5.397713576,9.012615293,1.13859286,1.24E-05,crepe myrtle
158,236,179,94.20191081,20.29778313,74.6793144,29.4753217,-14.85942748,-17.59270531,0.049453286,3.311876564,8.518127167,1.281337055,1.10E-05,crepe myrtle
162,214,176,94.41927769,43.56604182,82.04267182,-34.40011718,-27.24199467,-41.66859369,0.015329918,16.01033802,10.89870361,0.779537447,1.32E-05,crepe myrtle
174,228,178,77.19455939,26.55183609,73.30075034,31.0992311,-10.99724449,29.05143468,0.05869955,3.885924915,8.384807894,1.234942807,1.12E-05,crepe myrtle
159,224,178,86.14522622,29.10326442,69.97142274,49.4796706,6.223084253,36.7297079,0.073504469,2.948240089,7.858018407,1.312349247,1.15E-05,crepe myrtle
170,227,192,86.74675786,30.03331484,65.42935121,-34.12812098,-19.05982987,-32.28361177,0.056779304,3.712043176,8.378570145,1.275088117,1.13E-05,crepe myrtle
131,228,151,94.75230868,14.45683229,78.87331615,60.1874692,-13.60098032,44.64611316,0.726451385,2.166726439,5.986912745,1.548720507,9.81E-06,crepe myrtle
157,225,173,96.11451503,30.09983389,80.77747211,19.63418303,-13.89720628,-17.17918882,0.058518214,4.002587244,8.448071103,1.255372328,1.21E-05,crepe myrtle
153,227,171,102.7569949,30.08321791,84.74078121,-35.16736171,-20.25019052,-32.89837115,0.036103107,4.566992638,9.326102394,1.181256908,1.22E-05,crepe myrtle
216,231,218,74.73285757,46.06517123,71.29516113,-84.09527172,-52.99418472,-81.12995448,0.007455535,52.36244655,12.47417434,0.512971884,1.48E-05,oleander
217,233,221,73.18469785,42.94182111,65.81033354,-82.42600037,-49.29037633,-74.75457554,0.016075959,42.64430714,11.23270013,0.580306135,1.39E-05,oleander
213,230,216,77.02596965,47.26520919,72.56721023,-84.66614138,-53.61152385,-80.94611058,0.010397718,46.27732592,12.04872592,0.550916602,1.49E-05,oleander
219,232,222,71.99305522,47.38143096,66.3249576,-83.33473953,-55.98500874,-77.32431937,0.009570518,79.29894305,12.25081002,0.451106611,1.52E-05,oleander
208,231,214,84.32081594,44.754888,74.43117626,-91.32872296,-50.43697002,-81.62574839,0.006997881,79.01873057,12.61817714,0.419554465,1.45E-05,oleander
212,224,214,81.44323176,59.43904441,78.07048098,-91.0490015,-67.25233428,-87.71957912,0.01311187,50.84824565,11.68173529,0.529637391,1.84E-05,oleander
214,227,215,76.09204952,52.71622141,73.35529974,-83.96706002,-59.34879102,-81.00436902,0.007774787,57.70107931,12.37836007,0.477335786,1.59E-05,oleander
211,227,213,78.42193571,50.81338406,75.34586916,-84.63972076,-56.38363289,-82.1308144,0.006031069,72.11313492,12.85235303,0.43584684,1.55E-05,oleander
216,231,219,75.78258375,47.644517,70.73895674,-85.99107533,-55.32403757,-81.01523871,0.009279107,60.09118709,12.14790018,0.494989724,1.53E-05,oleander
216,231,219,78.00640999,48.98979486,72.19418259,-89.87988091,-57.77509014,-83.71915847,0.007804479,71.83439147,12.51332181,0.45905807,1.60E-05,oleander
226,237,228,64,39.49683532,59.18614703,-77.78226588,-48.63888346,-72.41249848,0.008290903,47.93887431,12.20849661,0.526220564,1.37E-05,oleander
226,236,227,63.17436189,41.78516483,59.74110812,-76.21407786,-51.15752907,-72.09317926,0.01148474,50.06655762,11.76498428,0.541675198,1.41E-05,oleander
219,239,224,72.49827584,33.346664,61.37589103,-83.9685729,-39.94847533,-71.09568531,0.012108806,42.85222232,11.53892376,0.558428557,1.27E-05,oleander
224,234,226,69.28924881,46.56178691,66.40783086,-84.98827981,-57.67685936,-82.31359199,0.007806071,68.82387825,12.49827529,0.481931671,1.63E-05,oleander
217,232,220,77.27224599,47.81213235,70.42016757,-89.98555324,-56.71116843,-82.25810996,0.009060236,71.71916091,12.26476785,0.477748351,1.56E-05,oleander
209,225,213,81.32035416,53.70288633,75.11990415,-87.16856384,-58.4323615,-81.45197718,0.009694014,68.12287016,12.14346523,0.450949261,1.61E-05,oleander
215,228,217,77.32399369,52.54521862,73.06846105,-87.30552728,-60.54548864,-82.87007301,0.006222892,77.17777601,12.91136425,0.435460234,1.62E-05,oleander
206,224,208,86.13361713,56.5331761,83.68990381,-91.99543141,-62.69381966,-90.58357409,0.004363672,95.78161069,13.52912974,0.376432618,1.72E-05,oleander
213,228,215,77.55643107,52,75.01333215,-85.66191404,-59.42289285,-83.91203944,0.006001496,77.92174172,12.87852845,0.416661823,1.61E-05,oleander
210,225,213,77.8524245,52.64978632,73.04792947,-82.41775704,-56.92202326,-78.08521259,0.008546021,63.98609598,12.35938019,0.466987783,1.52E-05,oleander
215,229,218,80.61017306,52.41183073,74.18894796,-93.08440328,-60.99354944,-85.86842147,0.010061161,80.7482704,12.17301046,0.465272704,1.69E-05,oleander
211,224,213,76.51143705,55.4977477,73.89181281,-81.2536882,-60.32554529,-79.31906428,0.010293376,72.99260466,12.12478557,0.454149989,1.61E-05,oleander
219,232,222,72.09715667,46.24932432,66.88049043,-83.34491395,-54.26923157,-78.17836674,0.012894002,44.60717469,11.68562224,0.583991754,1.50E-05,oleander
217,229,219,74.69270379,51.07837116,70.59036761,-85.50709561,-59.09159382,-81.094996,0.009989309,78.2385267,12.14099167,0.443154599,1.61E-05,oleander
215,231,219,80.19975062,49.01020302,73.33484847,-92.78103959,-57.83464596,-85.77333497,0.007469926,80.25724379,12.61213261,0.468167266,1.62E-05,oleander
214,232,218,75.4917214,42.77849927,68.81133628,-83.05352912,-47.96670144,-76.38750607,0.008467641,75.43827426,12.23924174,0.438128359,1.39E-05,oleander
220,232,223,70.03570518,46.7653718,63.86704941,-81.0184889,-55.10832645,-74.36886681,0.010670896,53.29203127,11.98083296,0.543790243,1.46E-05,oleander
217,229,219,70.88723439,48.34252786,68.02205525,-78.61366686,-54.15660984,-76.19542274,0.010928573,59.18937231,11.88516753,0.491546191,1.48E-05,oleander
215,227,217,74.46475676,52.1919534,70.73895674,-82.32839752,-58.2026207,-78.47523797,0.013073433,43.57554512,11.49180695,0.564616252,1.55E-05,oleander
222,237,225,71.04927867,40.17461885,63.52164985,-85.29741259,-49.56461989,-76.55002637,0.007892223,58.89983404,12.40773388,0.50478888,1.41E-05,oleander
230,239,232,64.27285586,41.59326869,58.32666629,-84.15843116,-54.77428154,-76.30899135,0.013553099,44.50424641,11.37896906,0.622152892,1.53E-05,yew plum pine
227,237,230,67.9337913,43.72642222,61.99193496,-87.24636208,-56.44176525,-80.11608148,0.010578619,46.15452134,11.82674213,0.614275318,1.57E-05,yew plum pine
230,241,232,64.11708041,36.91882988,58.36951259,-84.17621737,-49.69521253,-76.89455404,0.005948485,65.56148387,12.71467694,0.521620103,1.46E-05,yew plum pine
231,240,232,65.29931087,41.19465985,61.74139616,-87.31304846,-56.27027088,-82.65185377,0.006109549,69.11900603,12.83087776,0.530207763,1.65E-05,yew plum pine
228,241,231,65.80273551,34.278273,59.05082557,-84.10785465,-45.04259342,-76.17560961,0.005483454,57.25541644,12.7893387,0.517111168,1.37E-05,yew plum pine
229,237,230,67.28298448,47.21228654,65.16133823,-88.56688954,-62.82119452,-85.99918874,0.00779996,62.75132937,12.42386995,0.548431482,1.84E-05,yew plum pine
229,239,232,64.79969136,38.89730068,58.66856058,-84.15094741,-50.74808489,-76.72460229,0.007272927,55.9906591,12.43259018,0.539252304,1.48E-05,yew plum pine
231,242,233,63.66317617,34.75629439,56.95612346,-84.4315471,-47.05998076,-75.39495354,0.006791564,58.76263387,12.5899225,0.524596236,1.42E-05,yew plum pine
227,236,228,69.59885057,47.48684028,66.52818951,-89.62788746,-62.07015991,-85.76345671,0.006641275,64.32238121,12.75671872,0.526836958,1.77E-05,yew plum pine
227,237,228,69.02897942,46.16275555,66.66333325,-88.89327779,-60.65096737,-85.99148104,0.007034184,61.17583619,12.53279113,0.533258029,1.76E-05,yew plum pine
228,238,230,70.04998216,43.9089968,65.67343451,-92.03393518,-58.57892287,-86.63012924,0.005295684,73.71397108,13.01757279,0.494644661,1.75E-05,yew plum pine
227,237,229,71.73562574,46.66904756,68.18357573,-93.9343891,-62.29034819,-89.8432663,0.005108149,70.79878716,13.08560706,0.502894378,1.86E-05,yew plum pine
233,242,234,60.27437266,34.6121366,55.36244214,-80.95892853,-47.33456762,-74.22018665,0.005799357,64.5246444,12.71942118,0.525950577,1.42E-05,yew plum pine
234,244,236,59.59026766,30.11644069,53.79591063,-81.52481461,-41.61573154,-73.63627209,0.00986342,72.63699991,12.11024258,0.505976353,1.37E-05,yew plum pine
232,241,234,61.44102864,36.57868232,56.15158057,-82.14780995,-49.66874356,-75.32880821,0.006790144,57.34982309,12.50258587,0.559822854,1.47E-05,yew plum pine
230,240,232,65.81793069,39.58535083,60.39867548,-87.3837804,-53.41176827,-80.43770498,0.00534492,78.20355164,12.95498631,0.482248828,1.57E-05,yew plum pine
230,241,233,65.41406577,35.08560959,57.75811631,-86.22144122,-46.61032884,-76.44938056,0.007072088,78.90156912,12.60684568,0.489405952,1.44E-05,yew plum pine
230,240,232,65.55913361,38.63935817,59.26212956,-86.66999658,-52.34363148,-78.76407744,0.004338755,75.70193678,13.32493367,0.494197972,1.49E-05,yew plum pine
233,242,235,61.57921727,37.88139385,57.32364259,-84.00122825,-52.73991482,-78.59532418,0.0064664,66.70796598,12.68345631,0.517442873,1.57E-05,yew plum pine
231,241,233,63.14269554,37.58989226,57.87054518,-83.40964565,-50.79838381,-76.75165958,0.006630798,52.83123885,12.52258697,0.569941877,1.47E-05,yew plum pine
227,239,229,68.14690015,39.69886648,63.19810124,-86.87841385,-51.52400929,-80.78998585,0.007191913,56.22967671,12.39827107,0.538580183,1.51E-05,yew plum pine
231,240,232,64.45153218,38.47076812,59.85816569,-85.76146265,-51.41466371,-79.37100503,0.007455546,58.54000725,12.38087878,0.534867086,1.54E-05,yew plum pine
231,240,232,64.10148204,38.41874542,59.58187644,-85.23294809,-51.33421411,-78.96024277,0.007480659,60.57247862,12.40192193,0.52985558,1.54E-05,yew plum pine
228,238,229,69.3181073,44.12482295,65.60487787,-90.45453186,-58.46758376,-85.47234152,0.007127616,62.32831891,12.54950806,0.551865691,1.72E-05,yew plum pine
222,234,224,72.42237223,47.27578661,67.83067153,-87.90955756,-58.53877674,-82.48223676,0.009262752,38.34336627,11.94492719,0.644887014,1.60E-05,yew plum pine
226,238,227,68.20557162,40.58324778,63.96874237,-85.41883249,-51.76484051,-79.83455391,0.009196117,43.39212237,11.89124731,0.612932173,1.50E-05,yew plum pine
228,241,231,66.27971032,34.525353,58.77924804,-84.80842669,-45.05606182,-75.36474182,0.008968276,49.24407688,12.13376696,0.591016241,1.37E-05,yew plum pine
227,240,230,65.84071689,36.76955262,59.35486501,-83.11775032,-47.52261158,-75.26384112,0.01032397,44.91720899,11.87873043,0.608844594,1.40E-05,yew plum pine
227,240,230,66.70082458,35.17101079,59.03388857,-84.39482497,-45.22390466,-74.81995331,0.008448507,46.95557528,12.15102642,0.58101159,1.37E-05,yew plum pine
238,242,238,51.84592559,38.52272057,49.94997497,-73.05668956,-54.29932089,-70.12569254,0.012872074,41.06049148,11.45262261,0.736024339,1.49E-05,yew plum pine
172,210,181,96.15612305,52.53570215,85.70880935,-65.0516355,-36.92949808,-58.63356144,0.018567348,45.15358868,10.90575147,0.620154809,1.49E-05,japanese flowering cherry
160,204,172,93.93614853,51.0881591,82.13403679,16.27015251,-20.50624438,-22.8068257,0.013569432,49.18553186,11.46281652,0.5862819,1.42E-05,japanese flowering cherry
149,221,173,114.5425685,38.4317577,89.74965181,-62.99529653,-27.41250428,-54.48140656,0.010476103,78.46470649,11.94978359,0.496774603,1.36E-05,japanese flowering cherry
176,213,184,97.81104232,52.81098371,87.68124087,-74.46379034,-41.97069006,-67.01017147,0.017334381,58.18415459,11.08601591,0.595854289,1.53E-05,japanese flowering cherry
167,211,179,96.40539404,49.13247399,84.13679338,-56.60775115,-33.16901352,-53.69524259,0.011186677,60.56943048,11.91601683,0.558795955,1.41E-05,japanese flowering cherry
163,224,185,105.2805775,36.61966685,80.73413157,-69.26649027,-27.87186348,-55.59335531,0.013932474,45.55675224,11.29951135,0.589395975,1.28E-05,japanese flowering cherry
155,225,182,113.3357843,34.20526275,83.7078252,-72.626604,-24.18605394,-56.93200058,0.017459792,35.79483829,10.81417548,0.661826365,1.29E-05,japanese flowering cherry
159,215,178,105.6503668,43.92038251,85.51023331,-62.20294234,-26.80564595,-53.25508926,0.019074862,44.74933909,10.73865272,0.624785634,1.39E-05,japanese flowering cherry
171,215,185,101.2472222,48.51803788,84.11301921,-73.9448091,-36.49196045,-61.73342013,0.01800062,56.89619842,10.92560724,0.574223471,1.44E-05,japanese flowering cherry
168,218,184,103.1067408,43.50861984,83.45657553,-73.11060983,-31.16938153,-58.72011457,0.020096504,51.92335101,10.74841346,0.610125228,1.38E-05,japanese flowering cherry
162,215,178,106.723943,45.90206967,88.35722947,-70.71058541,-31.36678435,-59.30513185,0.02174367,43.6447046,10.61138574,0.648274215,1.44E-05,japanese flowering cherry
176,218,188,105.6314347,49.47726751,88.69047299,-89.33129899,-42.22647874,-74.45525292,0.020647144,50.91709027,10.67081597,0.604991651,1.53E-05,japanese flowering cherry
163,216,180,103.8075142,44.35087372,84.35638684,-65.65166958,-29.75692469,-53.58483643,0.02168712,45.70619703,10.57441397,0.619227054,1.39E-05,japanese flowering cherry
158,217,174,99.93998199,40.92676386,83.55836284,-43.41583232,-26.96016072,-40.10721238,0.012272732,49.38874501,11.71310641,0.578881011,1.32E-05,japanese flowering cherry
166,209,179,96.75742866,50.71488933,83.17451533,-55.88731592,-32.57740917,-51.00474133,0.010225186,69.39409276,11.8943674,0.540012408,1.43E-05,japanese flowering cherry
170,221,186,105.0951949,42.53234064,85.51608036,-80.03717023,-34.03226464,-66.24609684,0.01315942,67.80102021,11.46950121,0.537596081,1.39E-05,japanese flowering cherry
161,224,181,107.0747403,36.57868232,84.27929758,-69.97237005,-27.66871487,-55.76935321,0.017257454,40.9922888,10.84975376,0.641134544,1.31E-05,japanese flowering cherry
156,213,174,100.3244736,42.97673789,81.65782265,-36.13452753,-20.24368548,-29.06209446,0.017268983,62.80720222,11.07695577,0.558838569,1.34E-05,japanese flowering cherry
163,219,181,103.1455283,40.90232267,82.8975271,-64.65266404,-27.96892812,-52.91442224,0.014703961,56.62194173,11.21106777,0.543777486,1.34E-05,japanese flowering cherry
179,222,191,105.3375527,46.5188134,89.06739022,-92.81382572,-42.37272186,-79.2523045,0.013912227,74.58834901,11.65066209,0.520867337,1.51E-05,japanese flowering cherry
161,220,180,106.400188,39.83716857,84.80566019,-68.32849989,-27.39741393,-55.20890251,0.014108066,60.61603726,11.30954865,0.537348043,1.35E-05,japanese flowering cherry
173,222,187,103.024269,42.46174749,85.71464286,-80.32022689,-35.2930497,-67.76896797,0.01286909,76.58411392,11.52882537,0.492471225,1.40E-05,japanese flowering cherry
156,210,174,93.66963222,42.62628297,77.07139547,40.59607329,14.58099736,27.10884276,0.012825712,49.67991276,11.37048096,0.542841173,1.31E-05,japanese flowering cherry
164,201,176,92.25508116,55.58776844,80.64118055,-31.45866755,-26.10509729,-34.35244691,0.015601515,51.97599311,11.10455814,0.601869476,1.47E-05,japanese flowering cherry
206,225,210,90.04998612,55,82.67405881,-98.93169454,-61.09811318,-90.95598241,0.013341316,67.40046481,11.23095438,0.865406418,1.82E-05,japanese flowering cherry
171,214,184,116.7775663,58.02585631,99.483667,-102.7961217,-53.28351685,-89.03899314,0.01610904,57.2131381,10.7899605,0.967741468,1.85E-05,japanese flowering cherry
167,204,175,111.718396,65.69627082,102.4011719,-88.45997104,-54.36312199,-82.56573885,0.011956928,46.31171518,11.56055618,0.758092846,1.96E-05,japanese flowering cherry
189,220,195,109.904504,57.92236183,101.0049504,-112.7243916,-60.09688052,-104.5694539,0.015237934,74.8653229,11.10716517,0.90253199,2.09E-05,japanese flowering cherry
161,208,174,119.8749348,60.68772528,104.3695358,-95.14533618,-50.54666797,-85.08347048,0.017885106,48.3731478,10.83397487,0.992984684,1.91E-05,japanese flowering cherry
188,225,196,106.6395799,48.52834223,94.0797534,-105.8603834,-49.45038051,-94.13448383,0.018261786,61.92784364,10.54785117,0.928815562,1.70E-05,japanese flowering cherry
178,221,189,91.91300234,40.9756025,79.18964579,-66.37701278,-30.31519532,-57.80074312,0.103375792,3.55886448,7.337897849,1.401573857,1.31E-05,glossy privet
163,217,175,92.89241088,39.0256326,81.23422924,-31.10750053,-17.46141157,-31.11025602,0.11787596,3.576053647,7.180268022,1.424727973,1.28E-05,glossy privet
172,230,182,85.91274643,25.8069758,74.4848978,-42.2371318,-14.55901434,-31.97426316,0.069482255,3.613815561,8.098262219,1.326908221,1.14E-05,glossy privet
162,219,174,92.07062507,35.93048845,80.1623353,-12.90462747,-13.08231789,-14.8048803,0.094667205,2.925606056,7.406592787,1.447960477,1.25E-05,glossy privet
174,207,179,90.53728514,53.52569476,84.71717653,-56.59890786,-33.11073908,-52.69409634,0.071562087,5.212910182,8.216362994,1.284868415,1.46E-05,glossy privet
163,203,170,96.65919511,54.68089246,88.89881889,-49.46278194,-27.62903547,-44.14295789,0.059908674,5.379748308,8.564335325,1.298060106,1.49E-05,glossy privet
173,213,179,92.45539465,47.54997371,85.76712657,-59.51083766,-31.10164347,-55.35723391,0.074554431,5.17429082,8.093280025,1.29936685,1.40E-05,glossy privet
180,214,186,91.19210492,49.74937186,83.27664739,-68.94955355,-37.15952549,-61.95322521,0.067419628,5.247898977,8.359812926,1.308475523,1.41E-05,glossy privet
180,210,184,91.66787878,54.47017533,86.33655078,-69.22916175,-40.31091044,-64.66701503,0.061352776,5.805078048,8.439690883,1.269795667,1.49E-05,glossy privet
171,209,176,93.74966667,51.27377497,87.22958214,-58.48649456,-31.57678421,-52.08713203,0.109985941,5.264397835,7.452134521,1.31897458,1.45E-05,glossy privet
174,225,182,81.64557551,30.82207001,73.10266753,-30.73940411,-16.49127178,-25.48698554,0.055314955,4.672285972,8.426917493,1.228494162,1.16E-05,glossy privet
